Date,Alert Name,Instance,Job,Group,Severity,Vital,CPU Core,Memory Total,Total Disk Size,Volume,Free,Used
02:March:2026 23:49:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,699.98 GB,E:,349.99 GB,349.99 GB
02:March:2026 23:51:04,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"65.9GB
Server Details",50.00%
02:March:2026 23:51:11,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"98.29GB 
  ServerDetails",90.00%
02:March:2026 23:52:44,Critical 50% - Disk,192.168.1.225,Stoxkart-XTS,Product-team,Critical,Disk,36 Core,,600.00 GB,D:,300.00 GB,300.00 GB
02:March:2026 23:54:30,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
02:March:2026 23:54:30,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
02:March:2026 23:59:29,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
02:March:2026 23:59:35,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
03:March:2026 00:04:38,Critical 50% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,140.89 GB,309.09 GB
03:March:2026 00:04:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
03:March:2026 00:06:13,Critical 50% - Disk,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical,Disk,16 Core,,292.97 GB,D:,146.48 GB,146.48 GB
03:March:2026 00:13:35,Critical 90% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,55.00 GB,494.98 GB
03:March:2026 00:19:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
03:March:2026 00:24:24,Critical 50% - Disk,172.16.1.149,Stoxkart-CRON,Middleware,Critical,Disk,4 Core,,79.12 GB,/,25.89 GB,53.23 GB
03:March:2026 00:26:04,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.97GB
Server Details",50.00%
03:March:2026 00:34:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
03:March:2026 00:35:57,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.97GB 
  ServerDetails",90.00%
03:March:2026 00:38:41,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,96.02%
03:March:2026 00:39:59,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
03:March:2026 00:44:22,Critical 90% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,8.02 GB,72.14 GB
03:March:2026 00:44:29,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
03:March:2026 00:44:30,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,274.99 GB,274.99 GB
03:March:2026 00:48:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
03:March:2026 00:49:24,Critical 50% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,4.54 GB,75.61 GB
03:March:2026 00:49:34,Critical 50% - Disk,172.16.0.244,Stoxkart-Backoffice-ClassApp,BackOffice,Critical,Disk,16 Core,,500.00 GB,D:,250.00 GB,250.00 GB
03:March:2026 00:49:35,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
03:March:2026 00:49:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,699.98 GB,E:,349.99 GB,349.99 GB
03:March:2026 00:51:04,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"65.46GB
Server Details",50.00%
03:March:2026 00:52:44,Critical 50% - Disk,192.168.1.225,Stoxkart-XTS,Product-team,Critical,Disk,36 Core,,600.00 GB,D:,300.00 GB,300.00 GB
03:March:2026 00:54:30,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
03:March:2026 00:54:30,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
03:March:2026 00:59:30,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
03:March:2026 00:59:35,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
03:March:2026 01:04:38,Critical 50% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,140.89 GB,309.09 GB
03:March:2026 01:04:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
03:March:2026 01:06:14,Critical 50% - Disk,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical,Disk,16 Core,,292.97 GB,D:,146.48 GB,146.48 GB
03:March:2026 01:13:35,Critical 90% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,55.00 GB,494.98 GB
03:March:2026 01:19:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
03:March:2026 01:24:24,Critical 50% - Disk,172.16.1.149,Stoxkart-CRON,Middleware,Critical,Disk,4 Core,,79.12 GB,/,25.89 GB,53.23 GB
03:March:2026 01:31:04,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.97GB
Server Details",50.00%
03:March:2026 01:34:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
03:March:2026 01:35:57,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.97GB 
  ServerDetails",90.00%
03:March:2026 01:38:41,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,95.94%
03:March:2026 01:39:59,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
03:March:2026 01:40:19,Critical 95% - Memory,172.16.0.247,Stoxkart,DBA-Team,Critical,Memory,16 Core,64.00 GB,,,3.14 GB,60.86 GB
03:March:2026 01:44:22,Critical 90% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,8.02 GB,72.14 GB
03:March:2026 01:44:29,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
03:March:2026 01:44:30,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,274.99 GB,274.99 GB
03:March:2026 01:48:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
03:March:2026 01:49:24,Critical 50% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,4.54 GB,75.61 GB
03:March:2026 01:49:34,Critical 50% - Disk,172.16.0.244,Stoxkart-Backoffice-ClassApp,BackOffice,Critical,Disk,16 Core,,500.00 GB,D:,250.00 GB,250.00 GB
03:March:2026 01:49:35,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
03:March:2026 01:49:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,699.98 GB,E:,349.99 GB,349.99 GB
03:March:2026 01:51:04,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"65.46GB
Server Details",50.00%
03:March:2026 01:52:44,Critical 50% - Disk,192.168.1.225,Stoxkart-XTS,Product-team,Critical,Disk,36 Core,,600.00 GB,D:,300.00 GB,300.00 GB
03:March:2026 01:54:30,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
03:March:2026 01:54:30,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
03:March:2026 01:59:30,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
03:March:2026 01:59:35,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
03:March:2026 02:04:38,Critical 50% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,140.89 GB,309.09 GB
03:March:2026 02:04:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
03:March:2026 02:06:14,Critical 50% - Disk,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical,Disk,16 Core,,292.97 GB,D:,146.48 GB,146.48 GB
03:March:2026 02:13:35,Critical 90% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,55.00 GB,494.98 GB
03:March:2026 02:19:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
03:March:2026 02:24:24,Critical 50% - Disk,172.16.1.149,Stoxkart-CRON,Middleware,Critical,Disk,4 Core,,79.12 GB,/,25.88 GB,53.24 GB
03:March:2026 02:31:04,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.97GB
Server Details",50.00%
03:March:2026 02:34:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
03:March:2026 02:35:57,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.97GB 
  ServerDetails",90.00%
03:March:2026 02:38:41,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,95.82%
03:March:2026 02:40:19,Critical 95% - Memory,172.16.0.247,Stoxkart,DBA-Team,Critical,Memory,16 Core,64.00 GB,,,3.05 GB,60.95 GB
03:March:2026 02:44:22,Critical 90% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,8.02 GB,72.14 GB
03:March:2026 02:44:29,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
03:March:2026 02:44:30,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,274.99 GB,274.99 GB
03:March:2026 02:44:59,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
03:March:2026 02:45:19,Critical 95% - Memory,172.16.0.247,Stoxkart,DBA-Team,Critical,Memory,16 Core,64.00 GB,,,3.07 GB,60.93 GB
03:March:2026 02:48:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
03:March:2026 02:49:24,Critical 50% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,4.54 GB,75.61 GB
03:March:2026 02:49:34,Critical 50% - Disk,172.16.0.244,Stoxkart-Backoffice-ClassApp,BackOffice,Critical,Disk,16 Core,,500.00 GB,D:,250.00 GB,250.00 GB
03:March:2026 02:49:35,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
03:March:2026 02:49:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,699.98 GB,E:,349.99 GB,349.99 GB
03:March:2026 02:51:04,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"65.46GB
Server Details",50.00%
03:March:2026 02:52:44,Critical 50% - Disk,192.168.1.225,Stoxkart-XTS,Product-team,Critical,Disk,36 Core,,600.00 GB,D:,300.00 GB,300.00 GB
03:March:2026 02:54:30,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
03:March:2026 02:54:30,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
03:March:2026 02:54:35,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
03:March:2026 02:54:35,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
03:March:2026 02:59:30,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
03:March:2026 02:59:35,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
03:March:2026 02:59:35,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
03:March:2026 03:04:14,Critical 50% - Disk,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical,Disk,24 Core,,455.64 GB,/,227.82 GB,227.82 GB
03:March:2026 03:04:38,Critical 50% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,140.89 GB,309.09 GB
03:March:2026 03:04:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
03:March:2026 03:04:59,Critical 50% - Disk,192.168.1.172,Stoxkart-RupeeSeed,Product-team,Critical,Disk,24 Core,,449.86 GB,/home,224.93 GB,224.93 GB
03:March:2026 03:06:14,Critical 50% - Disk,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical,Disk,16 Core,,292.97 GB,D:,146.48 GB,146.48 GB
03:March:2026 03:09:59,Critical 50% - Disk,192.168.1.172,Stoxkart-RupeeSeed,Product-team,Critical,Disk,24 Core,,449.86 GB,/home,224.93 GB,224.93 GB
03:March:2026 03:13:35,Critical 90% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,55.00 GB,494.98 GB
03:March:2026 03:19:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
03:March:2026 03:24:24,Critical 50% - Disk,172.16.1.149,Stoxkart-CRON,Middleware,Critical,Disk,4 Core,,79.12 GB,/,25.88 GB,53.24 GB
03:March:2026 03:31:04,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"95.02GB
Server Details",50.00%
03:March:2026 03:34:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
03:March:2026 03:35:57,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"95.02GB 
  ServerDetails",90.00%
03:March:2026 03:38:41,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,95.90%
03:March:2026 03:44:22,Critical 90% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,8.02 GB,72.14 GB
03:March:2026 03:44:29,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
03:March:2026 03:44:30,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,274.99 GB,274.99 GB
03:March:2026 03:44:59,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
03:March:2026 03:48:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
03:March:2026 03:49:24,Critical 50% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,4.54 GB,75.61 GB
03:March:2026 03:49:34,Critical 50% - Disk,172.16.0.244,Stoxkart-Backoffice-ClassApp,BackOffice,Critical,Disk,16 Core,,500.00 GB,D:,250.00 GB,250.00 GB
03:March:2026 03:49:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,699.98 GB,E:,349.99 GB,349.99 GB
03:March:2026 03:51:04,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"65.46GB
Server Details",50.00%
03:March:2026 03:52:44,Critical 50% - Disk,192.168.1.225,Stoxkart-XTS,Product-team,Critical,Disk,36 Core,,600.00 GB,D:,300.00 GB,300.00 GB
03:March:2026 03:54:30,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
03:March:2026 03:54:30,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
03:March:2026 03:59:30,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
03:March:2026 03:59:35,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
03:March:2026 03:59:35,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
03:March:2026 04:04:14,Critical 50% - Disk,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical,Disk,24 Core,,455.64 GB,/,227.82 GB,227.82 GB
03:March:2026 04:04:38,Critical 50% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,140.89 GB,309.09 GB
03:March:2026 04:04:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
03:March:2026 04:06:14,Critical 50% - Disk,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical,Disk,16 Core,,292.97 GB,D:,146.48 GB,146.48 GB
03:March:2026 04:13:35,Critical 90% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,55.00 GB,494.98 GB
03:March:2026 04:19:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
03:March:2026 04:24:24,Critical 50% - Disk,172.16.1.149,Stoxkart-CRON,Middleware,Critical,Disk,4 Core,,79.12 GB,/,25.88 GB,53.24 GB
03:March:2026 04:31:04,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"95.02GB
Server Details",50.00%
03:March:2026 04:35:57,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.53GB 
  ServerDetails",90.00%
03:March:2026 04:38:41,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,95.73%
03:March:2026 04:39:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
03:March:2026 04:44:22,Critical 90% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,8.02 GB,72.14 GB
03:March:2026 04:44:30,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
03:March:2026 04:44:30,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,274.99 GB,274.99 GB
03:March:2026 04:44:59,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
03:March:2026 04:48:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
03:March:2026 04:49:24,Critical 50% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,4.54 GB,75.61 GB
03:March:2026 04:49:34,Critical 50% - Disk,172.16.0.244,Stoxkart-Backoffice-ClassApp,BackOffice,Critical,Disk,16 Core,,500.00 GB,D:,250.00 GB,250.00 GB
03:March:2026 04:49:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,699.98 GB,E:,349.99 GB,349.99 GB
03:March:2026 04:51:04,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"65.46GB
Server Details",50.00%
03:March:2026 04:52:44,Critical 50% - Disk,192.168.1.225,Stoxkart-XTS,Product-team,Critical,Disk,36 Core,,600.00 GB,D:,300.00 GB,300.00 GB
03:March:2026 04:59:30,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
03:March:2026 04:59:30,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
03:March:2026 04:59:30,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
03:March:2026 04:59:35,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
03:March:2026 04:59:35,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
03:March:2026 05:04:14,Critical 50% - Disk,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical,Disk,24 Core,,455.64 GB,/,227.82 GB,227.82 GB
03:March:2026 05:04:38,Critical 50% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,140.89 GB,309.09 GB
03:March:2026 05:04:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
03:March:2026 05:11:14,Critical 50% - Disk,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical,Disk,16 Core,,292.97 GB,D:,146.48 GB,146.48 GB
03:March:2026 05:13:35,Critical 90% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,55.00 GB,494.98 GB
03:March:2026 05:19:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
03:March:2026 05:24:24,Critical 50% - Disk,172.16.1.149,Stoxkart-CRON,Middleware,Critical,Disk,4 Core,,79.12 GB,/,25.87 GB,53.25 GB
03:March:2026 05:31:04,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"95.02GB
Server Details",50.00%
03:March:2026 05:35:57,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"95.02GB 
  ServerDetails",90.00%
03:March:2026 05:38:41,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,96.01%
03:March:2026 05:39:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
03:March:2026 05:44:22,Critical 90% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,8.02 GB,72.14 GB
03:March:2026 05:44:30,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
03:March:2026 05:44:30,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,274.99 GB,274.99 GB
03:March:2026 05:44:59,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
03:March:2026 05:48:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
03:March:2026 05:49:24,Critical 50% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,4.54 GB,75.61 GB
03:March:2026 05:49:34,Critical 50% - Disk,172.16.0.244,Stoxkart-Backoffice-ClassApp,BackOffice,Critical,Disk,16 Core,,500.00 GB,D:,250.00 GB,250.00 GB
03:March:2026 05:49:45,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,699.98 GB,E:,349.99 GB,349.99 GB
03:March:2026 05:51:04,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"65.46GB
Server Details",50.00%
